handle,name,city,ig_score,google_rating,dm_icebreaker,dm_followup,dm_soft,card_path
@fiverivers.berlin,Five Rivers Restaurant,Berlin,9,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Five Rivers Restaurant war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (42 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Five Rivers Restaurant war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/fiverivers.berlin.png
@nefis.gemusekebap,Nefis Gemüse Kebap,Berlin,9,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Nefis Gemüse Kebap war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (42 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Nefis Gemüse Kebap war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/nefis.gemusekebap.png
@vietbowlberlin,Viet Bowl,Berlin,9,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Viet Bowl war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (42 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Viet Bowl war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/vietbowlberlin.png
@eden_berlinstreetfood,Eden,Berlin,9,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Eden war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (42 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Eden war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/eden_berlinstreetfood.png
@gorenshi.ffm,GORENSHI Frankfurt,Frankfurt am Main,9,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und GORENSHI Frankfurt war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (45 Punkte Potenzial bis zum Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und GORENSHI Frankfurt war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Frankfurt am Main Restaurant liegt bei 53.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/gorenshi.ffm.png
@sachikosushiberlin,Sachiko Sushi Berlin,Berlin,56,4.7,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Sachiko Sushi Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (11 Punkte Potenzial bis zum Ø Berlin Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Sachiko Sushi Berlin war dabei.

Euer Instagram Score liegt bei 56/100. Der Ø Berlin Fast Food & Imbiss liegt bei 66.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/sachikosushiberlin.png
@wolfthemes,WolfThemes,Zürich,38,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und WolfThemes war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 38/100 (18 Punkte Potenzial bis zum Ø Zürich Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und WolfThemes war dabei.

Euer Instagram Score liegt bei 38/100. Der Ø Zürich Restaurant liegt bei 55.5/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/wolfthemes.png
@laspiga_vienna,Pizzeria La Spiga,Wien,70,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und Pizzeria La Spiga war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 70/100 (12 Punkte über dem Ø Wien Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Pizzeria La Spiga war dabei.

Euer Instagram Score liegt bei 70/100. Das ist über dem Ø Wien Restaurant (58.3/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/laspiga_vienna.png
@monsieur_vuong,Monsieur Vuong,Berlin,41,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Monsieur Vuong war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 41/100 (10 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Monsieur Vuong war dabei.

Euer Instagram Score liegt bei 41/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/monsieur_vuong.png
@kuchi.kant,Kuchi Kant,Berlin,78,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Kuchi Kant war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 78/100 (27 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.3x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Kuchi Kant war dabei.

Euer Instagram Score liegt bei 78/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/kuchi.kant.png
@60secondstonapoli,60 seconds to napoli,Berlin,75,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und 60 seconds to napoli war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 75/100 (24 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und 60 seconds to napoli war dabei.

Euer Instagram Score liegt bei 75/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/60secondstonapoli.png
@meinhausamsee,Mein Haus am See,Berlin,48,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Mein Haus am See war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (3 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Mein Haus am See war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/meinhausamsee.png
@thealchemistde,The Alchemist DE,Berlin,71,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und The Alchemist DE war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (20 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und The Alchemist DE war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/thealchemistde.png
@cafeneundrei,cafe neundrei,Berlin,41,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und cafe neundrei war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 41/100 (6 Punkte Potenzial bis zum Ø Berlin Café & Kaffee).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und cafe neundrei war dabei.

Euer Instagram Score liegt bei 41/100. Der Ø Berlin Café & Kaffee liegt bei 47.4/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/cafeneundrei.png
@shinju.berlin,SHINJU - Japanese Kitchen,Berlin,71,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und SHINJU - Japanese Kitchen war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 71/100 (20 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und SHINJU - Japanese Kitchen war dabei.

Euer Instagram Score liegt bei 71/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/shinju.berlin.png
@1842cafeconfiserie,Café & Conditorei 1842,Zürich,9,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Zürich analysiert und Café & Conditorei 1842 war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (33 Punkte Potenzial bis zum Ø Zürich Café & Kaffee).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Café & Conditorei 1842 war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Zürich Café & Kaffee liegt bei 41.6/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/1842cafeconfiserie.png
@mook_group,Zenzakan,Frankfurt am Main,9,4.2,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Zenzakan war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (45 Punkte Potenzial bis zum Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Zenzakan war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Frankfurt am Main Restaurant liegt bei 53.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/mook_group.png
@klunkerkranich,Klunkerkranich,Berlin,56,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Klunkerkranich war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (5 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Klunkerkranich war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/klunkerkranich.png
@cafeschwarzenberg,Wiener Kaffeehaus,Wien,48,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Wien analysiert und Wiener Kaffeehaus war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 48/100 (9 Punkte Potenzial bis zum Ø Wien Café & Kaffee).

Größter Hebel den wir gesehen haben: kaum Reels (0% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Wiener Kaffeehaus war dabei.

Euer Instagram Score liegt bei 48/100. Der Ø Wien Café & Kaffee liegt bei 56.5/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/cafeschwarzenberg.png
@pizzanostra_berlin,Pizza Nostra Berlin,Berlin,45,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Pizza Nostra Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 45/100 (22 Punkte Potenzial bis zum Ø Berlin Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: kaum Reels (17% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Pizza Nostra Berlin war dabei.

Euer Instagram Score liegt bei 45/100. Der Ø Berlin Fast Food & Imbiss liegt bei 66.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/pizzanostra_berlin.png
@fontanacity_ffm,Ristorante & Pizzeria - Fontana City,Frankfurt am Main,9,4.8,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Ristorante & Pizzeria - Fontana City war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 9/100 (45 Punkte Potenzial bis zum Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Bio-Link fehlt.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Ristorante & Pizzeria - Fontana City war dabei.

Euer Instagram Score liegt bei 9/100. Der Ø Frankfurt am Main Restaurant liegt bei 53.7/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/fontanacity_ffm.png
@neni.berlin,NENI Berlin,Berlin,49,4.3,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und NENI Berlin war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (2 Punkte Potenzial bis zum Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: kaum Reels (8% eurer Posts).

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und NENI Berlin war dabei.

Euer Instagram Score liegt bei 49/100. Der Ø Berlin Restaurant liegt bei 51.1/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/neni.berlin.png
@jamys_burger,JAMY‘S Burgergrill & Bar,Frankfurt am Main,56,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und JAMY‘S Burgergrill & Bar war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 56/100 (1 Punkte über dem Ø Frankfurt am Main Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.7x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und JAMY‘S Burgergrill & Bar war dabei.

Euer Instagram Score liegt bei 56/100. Das ist über dem Ø Frankfurt am Main Fast Food & Imbiss (54.6/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/jamys_burger.png
@silocoffee,Silo Coffee,Berlin,49,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Silo Coffee war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (2 Punkte über dem Ø Berlin Café & Kaffee).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.5x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Silo Coffee war dabei.

Euer Instagram Score liegt bei 49/100. Das ist über dem Ø Berlin Café & Kaffee (47.4/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/silocoffee.png
@hans_im_glueck_burgergrill,HANS IM GLÜCK Burgergrill & Bar,Frankfurt am Main,64,4.5,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und HANS IM GLÜCK Burgergrill & Bar war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 64/100 (10 Punkte über dem Ø Frankfurt am Main Restaurant).

Größter Hebel den wir gesehen haben: Engagement-Potenzial.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und HANS IM GLÜCK Burgergrill & Bar war dabei.

Euer Instagram Score liegt bei 64/100. Das ist über dem Ø Frankfurt am Main Restaurant (53.7/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/hans_im_glueck_burgergrill.png
@heroespremiumburgers,Heroes Premium Burgers,Frankfurt am Main,49,4.6,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Frankfurt am Main analysiert und Heroes Premium Burgers war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 49/100 (6 Punkte Potenzial bis zum Ø Frankfurt am Main Fast Food & Imbiss).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.2x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Heroes Premium Burgers war dabei.

Euer Instagram Score liegt bei 49/100. Der Ø Frankfurt am Main Fast Food & Imbiss liegt bei 54.6/100.

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/heroespremiumburgers.png
@berliner_fernsehturm,Berliner Fernsehturm,Berlin,78,4.4,"Hey 👋

Kurze Frage: Wer kümmert sich bei euch um Instagram?

(Wir haben gerade 100 Restaurants in Berlin analysiert und Berliner Fernsehturm war dabei — wollten kurz fragen bevor wir die Auswertung schicken)","Super, danke!

Hier eure Kurzauswertung: Digitale Sichtbarkeit 78/100 (27 Punkte über dem Ø Berlin Restaurant).

Größter Hebel den wir gesehen haben: Posting-Frequenz: 0.1x/Woche.

Die vollständige Analyse (mit 3 konkreten Maßnahmen) schicke ich euch gern — ich hänge sie als Bild an.

Soll ich das kurz machen?","Hey 👋

Wir haben gerade 100 DACH-Restaurant-Instagram-Profile analysiert und Berliner Fernsehturm war dabei.

Euer Instagram Score liegt bei 78/100. Das ist über dem Ø Berlin Restaurant (51.1/100).

Falls ihr wollt, schicken wir euch eine kurze kostenlose Analyse mit den 3 größten Hebeln für mehr Sichtbarkeit.

Interesse?

– FlowingPost Team",data/cards/berliner_fernsehturm.png
